"Table with fips codes in column A and area names in column B, column headers in rows 12 through 13.  United States in row 15, regions start in row 17, state totals start in row 24, county by state start in row 78, minor civil divisions by new england start start in row 3239, and metropolitan areas start in row 4823.",,,,,,
" Census 2000 PHC-T-22.  Migration for the Population 5 Years and Over for the United States, Regions, States, Counties, New England Minor Civil Divisions, Metropolitan Areas, and Puerto Rico: 2000 ",,,,,,
"Table 1.  Gross Migration for the Population 5 Years and Over for the United States, Regions, States, Counties, New England Minor Civil Divisions, and Metropolitan Areas:  2000",,,,,,
,,,,,,
" Source:  U. S. Census Bureau, Census 2000, special tabulation. ",,,,,,
" Internet release date:  August 6, 2003 ",,,,,,
" [Data based on a sample. For information on confidentiality protection, sampling error, nonsampling error, and definitions, see http://www.census.gov/prod/cen2000/doc/sf3.pdf] ",,,,,,
 (X) Not applicable ,,,,,,
"1/ This category includes movers from foreign countries, as well as movers from Puerto Rico, U.S. Island Areas, and U.S. minor outlying islands.",,,,,,
"2/ Most independent cities in Virginia were combined with an adjacent or surrounding county.  Exceptions were the independent cities of Colonial Heights, Hampton, Newport News, Suffolk, and Virginia Beach.  See endnote for complete list of county/city combinations.",,,,,,
 - Represents or rounds to zero ,,,,,,
 FIPS Code	,Geographic Area of Residence in 2000, Population 5 years and over , Same residence (nonmovers) , Different residence 5 years ago ,,
 21380 ,  East Kingston town," 1,670 "," 1,112 ", 558 , 30 , 6
 24660 ,  Epping town," 5,090 "," 2,766 "," 2,324 ", 573 , 21
 25380 ,  Exeter town," 13,251 "," 7,181 "," 6,070 "," 1,858 ", 227
 27940 ,  Fremont town," 3,205 "," 1,742 "," 1,463 ", 160 , 13
 31700 ,  Greenland town," 2,983 "," 1,706 "," 1,277 ", 300 , 24
 32900 ,  Hampstead town," 7,818 "," 4,588 "," 3,230 ", 685 , 90
 33060 ,  Hampton town," 14,038 "," 7,320 "," 6,718 "," 1,601 ", 108
 33460 ,  Hampton Falls town," 1,752 "," 1,177 ", 575 , 70 , 21
 39780 ,  Kensington town," 1,743 "," 1,160 ", 583 , 21 , 19
 40100 ,  Kingston town," 5,501 "," 3,687 "," 1,814 ", 299 , -
 43220 ,  Londonderry town," 21,511 "," 11,742 "," 9,769 "," 2,204 ", 205
 50980 ,  New Castle town, 966 , 612 , 354 , 33 , 5
 51380 ,  Newfields town," 1,407 ", 818 , 589 , 32 , 1
 51620 ,  Newington town, 742 , 509 , 233 , 35 , 12
 52340 ,  Newmarket town," 7,512 "," 3,230 "," 4,282 ", 805 , 97
 52900 ,  Newton town," 3,974 "," 2,268 "," 1,706 ", 163 , 17
 54580 ,  North Hampton town," 4,055 "," 2,482 "," 1,573 ", 256 , 66
 56820 ,  Northwood town," 3,422 "," 2,005 "," 1,417 ", 225 , 28
 57460 ,  Nottingham town," 3,461 "," 2,010 "," 1,451 ", 267 , 48
 62500 ,  Plaistow town," 7,245 "," 4,254 "," 2,991 ", 493 , -
 62900 ,  Portsmouth city," 19,787 "," 9,400 "," 10,387 "," 3,264 ", 394
 64020 ,  Raymond town," 9,000 "," 5,286 "," 3,714 ", 906 , 38
 66180 ,  Rye town," 4,947 "," 2,928 "," 2,019 ", 214 , 89
 66660 ,  Salem town," 26,347 "," 17,341 "," 9,006 "," 2,748 ", 302
 67620 ,  Sandown town," 4,739 "," 3,105 "," 1,634 ", 177 , -
 68260 ,  Seabrook town," 7,467 "," 4,376 "," 3,091 ", 754 , 55
 71140 ,  South Hampton town, 802 , 579 , 223 , 24 , -
 74340 ,  Stratham town," 5,930 "," 3,451 "," 2,479 ", 329 , 51
 85780 ,  Windham town," 9,981 "," 6,022 "," 3,959 ", 630 , 45
 03460 ,  Barrington town," 7,017 "," 4,296 "," 2,721 ", 352 , 29
 18820 ,  Dover city," 25,347 "," 11,568 "," 13,779 "," 3,672 ", 368
 19700 ,  Durham town," 12,346 "," 4,030 "," 8,316 ", 143 , 502
 26020 ,  Farmington town," 5,402 "," 3,338 "," 2,064 ", 427 , 12
 41460 ,  Lee town," 3,875 "," 1,975 "," 1,900 ", 271 , 50
 44820 ,  Madbury town," 1,433 ", 906 , 527 , 49 , 11
 47700 ,  Middleton town," 1,339 ", 772 , 567 , 82 , 5
 48660 ,  Milton town," 3,674 "," 2,310 "," 1,364 ", 309 , -
 51220 ,  New Durham town," 2,069 "," 1,289 ", 780 , 111 , 4
 65140 ,  Rochester city," 26,567 "," 13,721 "," 12,846 "," 4,767 ", 125
 65540 ,  Rollinsford town," 2,470 "," 1,617 ", 853 , 143 , -
 69940 ,  Somersworth city," 10,673 "," 5,191 "," 5,482 "," 1,249 ", 11
 73860 ,  Strafford town," 3,411 "," 2,160 "," 1,251 ", 226 , 16
 00260 ,  Acworth town, 799 , 588 , 211 , 22 , 8
 11380 ,  Charlestown town," 4,474 "," 2,573 "," 1,901 ", 821 , 11
 12900 ,  Claremont city," 12,392 "," 7,359 "," 5,033 "," 2,460 ", 113
 15060 ,  Cornish town," 1,582 "," 1,136 ", 446 , 92 , 9
 16340 ,  Croydon town, 653 , 458 , 195 , 17 , -
 30500 ,  Goshen town, 710 , 458 , 252 , 51 , -
 31220 ,  Grantham town," 2,064 ", 940 ," 1,124 ", 206 , 29
 40900 ,  Langdon town, 561 , 382 , 179 , 24 , 5
 41700 ,  Lempster town, 922 , 572 , 350 , 33 , 2
 52580 ,  Newport town," 5,859 "," 3,285 "," 2,574 "," 1,165 ", 29
 62340 ,  Plainfield town," 2,097 "," 1,428 ", 669 , 153 , 12
 72740 ,  Springfield town, 869 , 520 , 349 , 53 , -
 75060 ,  Sunapee town," 2,923 "," 1,735 "," 1,188 ", 335 , 14
 77940 ,  Unity town," 1,452 ", 894 , 558 , 42 , 11
 78980 ,  Washington town, 845 , 427 , 418 , 78 , 2
Rhode Island,,,,,,
 05140 ,  Barrington town," 15,836 "," 10,486 "," 5,350 "," 1,196 ", 257
 09280 ,  Bristol town," 21,340 "," 12,977 "," 8,363 "," 3,339 ", 236
 73760 ,  Warren town," 10,788 "," 6,986 "," 3,802 "," 1,327 ", 18
 18640 ,  Coventry town," 31,581 "," 20,777 "," 10,804 "," 3,621 ", 141
 22240 ,  East Greenwich town," 12,189 "," 7,449 "," 4,740 ", 655 , 157
 74300 ,  Warwick city," 81,078 "," 52,734 "," 28,344 "," 11,532 ", 641
 77720 ,  West Greenwich town," 4,699 "," 3,163 "," 1,536 ", 227 , 9
 78440 ,  West Warwick town," 27,644 "," 15,784 "," 11,860 "," 4,333 ", 360
 36820 ,  Jamestown town," 5,398 "," 3,342 "," 2,056 ", 840 , 44
 42400 ,  Little Compton town," 3,416 "," 2,351 "," 1,065 ", 342 , 13
 45460 ,  Middletown town," 16,141 "," 8,185 "," 7,956 "," 1,583 ", 742
 49960 ,  Newport city," 24,880 "," 10,836 "," 14,044 "," 4,975 ", 686
 57880 ,  Portsmouth town," 16,084 "," 9,562 "," 6,522 "," 1,526 ", 283
 70880 ,  Tiverton town," 14,477 "," 10,290 "," 4,187 "," 1,349 ", 35
 11800 ,  Burrillville town," 14,901 "," 9,423 "," 5,478 "," 2,107 ", 63
 14140 ,  Central Falls city," 17,388 "," 7,702 "," 9,686 "," 3,186 "," 1,918 "
 19180 ,  Cranston city," 75,081 "," 47,183 "," 27,898 "," 9,886 "," 1,048 "
 20080 ,  Cumberland town," 29,832 "," 19,803 "," 10,029 "," 3,248 ", 283
 22960 ,  East Providence city," 46,095 "," 29,859 "," 16,236 "," 6,802 ", 595
 27460 ,  Foster town," 4,072 "," 2,892 "," 1,180 ", 184 , 6
 30340 ,  Glocester town," 9,374 "," 6,615 "," 2,759 ", 658 , 16
 37720 ,  Johnston town," 26,630 "," 17,812 "," 8,818 "," 2,477 ", 212
 41500 ,  Lincoln town," 19,761 "," 11,993 "," 7,768 "," 2,602 ", 208
 51760 ,  North Providence town," 30,978 "," 19,280 "," 11,698 "," 3,547 ", 695
 52480 ,  North Smithfield town," 10,070 "," 7,316 "," 2,754 ", 711 , 52
 54640 ,  Pawtucket city," 68,081 "," 38,528 "," 29,553 "," 13,965 "," 3,420 "
 59000 ,  Providence city," 161,631 "," 72,134 "," 89,497 "," 36,895 "," 10,706 "
 64220 ,  Scituate town," 9,709 "," 6,847 "," 2,862 ", 618 , 3
 66200 ,  Smithfield town," 19,725 "," 12,209 "," 7,516 "," 1,258 ", 341
 80780 ,  Woonsocket city," 39,950 "," 20,731 "," 19,219 "," 9,917 "," 1,023 "
 14500 ,  Charlestown town," 7,409 "," 4,105 "," 3,304 ", 661 , 39
 25300 ,  Exeter town," 5,665 "," 3,307 "," 2,358 ", 273 , 43
 35380 ,  Hopkinton town," 7,333 "," 4,662 "," 2,671 ", 757 , 69
 48340 ,  Narragansett town," 15,725 "," 8,092 "," 7,633 "," 1,851 ", 212
 50500 ,  New Shoreham town, 951 , 586 , 365 , 182 , 34
 51580 ,  North Kingstown town," 24,566 "," 14,731 "," 9,835 "," 3,356 ", 149
 61160 ,  Richmond town," 6,648 "," 4,188 "," 2,460 ", 214 , 8
 67460 ,  South Kingstown town," 26,454 "," 14,360 "," 12,094 "," 2,872 ", 661
 77000 ,  Westerly town," 21,604 "," 12,929 "," 8,675 "," 4,215 ", 120
Vermont,,,,,,
 00325 ,  Addison town," 1,285 ", 887 , 398 , 74 , -
 08575 ,  Bridport town," 1,152 ", 777 , 375 , 74 , 1
 09025 ,  Bristol town," 3,571 "," 2,110 "," 1,461 ", 501 , 22
 16000 ,  Cornwall town," 1,087 ", 714 , 373 , 39 , 11
 26275 ,  Ferrisburg town," 2,487 "," 1,476 "," 1,011 ", 144 , 13
 28600 ,  Goshen town, 186 , 155 , 31 , - , -
 29575 ,  Granville town, 331 , 237 , 94 , 7 , 2
 31525 ,  Hancock town, 317 , 238 , 79 , 24 , -
 39325 ,  Leicester town, 922 , 556 , 366 , 34 , 5
 40075 ,  Lincoln town," 1,133 ", 802 , 331 , 60 , -
 44350 ,  Middlebury town," 7,860 "," 3,704 "," 4,156 ", 732 , 253
 45550 ,  Monkton town," 1,617 "," 1,121 ", 496 , 70 , 7
 48700 ,  New Haven town," 1,573 "," 1,050 ", 523 , 121 , 16
 53725 ,  Orwell town," 1,114 ", 799 , 315 , 63 , 2
 53950 ,  Panton town, 638 , 476 , 162 , 21 , 3
 59650 ,  Ripton town, 543 , 360 , 183 , 10 , 4
 62575 ,  Salisbury town," 1,027 ", 689 , 338 , 43 , -
 65050 ,  Shoreham town," 1,160 ", 692 , 468 , 114 , 10
 70075 ,  Starksboro town," 1,744 "," 1,217 ", 527 , 80 , 7
 74650 ,  Vergennes city," 2,588 "," 1,255 "," 1,333 ", 285 , 21
 76075 ,  Waltham town, 460 , 323 , 137 , 3 , -
 83275 ,  Weybridge town, 770 , 512 , 258 , 32 , 3
 83800 ,  Whiting town, 344 , 288 , 56 , 7 , -
 01450 ,  Arlington town," 2,276 "," 1,485 ", 791 , 222 , 25
 04825 ,  Bennington town," 14,826 "," 8,349 "," 6,477 "," 3,356 ", 142
 17725 ,  Dorset town," 1,971 "," 1,319 ", 652 , 97 , 27
 27962 ,  Glastenbury town, 11 , 6 , 5 , - , -
 39025 ,  Landgrove town, 92 , 53 , 39 , 3 , -
 42850 ,  Manchester town," 3,989 "," 2,269 "," 1,720 ", 562 , 35
 55000 ,  Peru town, 435 , 288 , 147 , 18 , 5
 57025 ,  Pownal town," 3,312 "," 2,295 "," 1,017 ", 385 , -
 58600 ,  Readsboro town, 784 , 451 , 333 , 91 , 19
 61000 ,  Rupert town, 641 , 435 , 206 , 35 , -
 62875 ,  Sandgate town, 376 , 213 , 163 , 31 , -
 63175 ,  Searsburg town, 108 , 46 , 62 , 9 , -
 63550 ,  Shaftsbury town," 3,570 "," 2,660 ", 910 , 147 , 9
 69775 ,  Stamford town, 763 , 559 , 204 , 57 , -
 71425 ,  Sunderland town, 800 , 566 , 234 , 60 , 2
 85075 ,  Winhall town, 676 , 357 , 319 , 32 , 21
 85675 ,  Woodford town, 375 , 208 , 167 , 28 , -
 02875 ,  Barnet town," 1,582 "," 1,011 ", 571 , 112 , 3
 10450 ,  Burke town," 1,477 ", 789 , 688 , 141 , 7
 17125 ,  Danville town," 2,091 "," 1,469 ", 622 , 145 , 23
 30550 ,  Groton town, 813 , 582 , 231 , 38 , 1
 31825 ,  Hardwick town," 2,967 "," 1,810 "," 1,157 ", 516 , 15
 37900 ,  Kirby town, 431 , 293 , 138 , 2 , 2
 41725 ,  Lyndon town," 5,168 "," 2,880 "," 2,288 ", 833 , 60
 47725 ,  Newark town, 437 , 296 , 141 , 28 , -
 54400 ,  Peacham town, 648 , 426 , 222 , 34 , -
 61525 ,  Ryegate town," 1,101 ", 812 , 289 , 83 , -
 62200 ,  St. Johnsbury town," 7,174 "," 4,085 "," 3,089 "," 1,099 ", 49
 64075 ,  Sheffield town, 641 , 414 , 227 , 31 , 2
 69925 ,  Stannard town, 183 , 150 , 33 , 2 , 3
 71575 ,  Sutton town, 942 , 704 , 238 , 46 , 4
 75700 ,  Walden town, 749 , 506 , 243 , 27 , 4
 77125 ,  Waterford town," 1,057 ", 759 , 298 , 63 , -
 83500 ,  Wheelock town, 601 , 387 , 214 , 10 , -
 06550 ,  Bolton town, 888 , 481 , 407 , 5 , 3
 10300 ,  Buels gore, 6 , 6 , - , - , -
 10675 ,  Burlington city," 37,203 "," 13,858 "," 23,345 "," 6,449 "," 1,697 "
 13300 ,  Charlotte town," 3,311 "," 2,133 "," 1,178 ", 141 , 8
 14875 ,  Colchester town," 15,982 "," 8,014 "," 7,968 "," 1,534 ", 337
 24175 ,  Essex town," 17,443 "," 9,493 "," 7,950 "," 1,744 ", 291
 33475 ,  Hinesburg town," 4,033 "," 2,698 "," 1,335 ", 236 , 28
 34600 ,  Huntington town," 1,746 "," 1,133 ", 613 , 123 , 8
 36700 ,  Jericho town," 4,676 "," 2,996 "," 1,680 ", 118 , 20
 45250 ,  Milton town," 8,832 "," 5,723 "," 3,109 ", 979 , 111
 59275 ,  Richmond town," 3,828 "," 2,549 "," 1,279 ", 172 , 36
 62050 ,  St. George town, 660 , 438 , 222 , 31 , 7
 64300 ,  Shelburne town," 6,472 "," 3,955 "," 2,517 ", 433 , 47
 66175 ,  South Burlington city," 14,990 "," 7,348 "," 7,642 "," 1,457 ", 353
 73975 ,  Underhill town," 2,818 "," 1,960 ", 858 , 130 , 12
 80350 ,  Westford town," 1,937 "," 1,352 ", 585 , 67 , 26
 84475 ,  Williston town," 7,113 "," 3,918 "," 3,195 ", 604 , 110
 85150 ,  Winooski city," 6,135 "," 3,007 "," 3,128 ", 491 , 378
 02125 ,  Averill town, 17 , 17 , - , - , -
 06325 ,  Bloomfield town, 300 , 216 , 84 , 3 , -
 08725 ,  Brighton town," 1,198 ", 813 , 385 , 177 , 12
 10075 ,  Brunswick town, 104 , 80 , 24 , 4 , -
 11800 ,  Canaan town," 1,046 ", 708 , 338 , 86 , 40
 15250 ,  Concord town," 1,106 ", 674 , 432 , 82 , 2
 21250 ,  East Haven town, 274 , 197 , 77 , 20 , 2
 25975 ,  Ferdinand town, 45 , 45 , - , - , -
 29125 ,  Granby town, 75 , 55 , 20 , 11 , -
 30775 ,  Guildhall town, 254 , 187 , 67 , 1 , -
 39700 ,  Lemington town, 154 , 114 , 40 , - , -
 41425 ,  Lunenburg town," 1,270 ", 886 , 384 , 96 , 5
 42475 ,  Maidstone town, 92 , 54 , 38 , - , -
 52750 ,  Norton town, 82 , 52 , 30 , 8 , 4
 75175 ,  Victory town, 100 , 64 , 36 , 7 , -
 02500 ,  Bakersfield town," 1,108 ", 784 , 324 , 77 , 16
 05425 ,  Berkshire town," 1,304 ", 843 , 461 , 63 , 22
 23875 ,  Enosburg town," 2,616 "," 1,556 "," 1,060 ", 386 , 9
 24925 ,  Fairfax town," 3,504 "," 2,075 "," 1,429 ", 162 , 22
 25225 ,  Fairfield town," 1,669 "," 1,156 ", 513 , 83 , 1
 26500 ,  Fletcher town," 1,068 ", 777 , 291 , 45 , 10
 27100 ,  Franklin town," 1,205 ", 871 , 334 , 72 , -
 27700 ,  Georgia town," 4,058 "," 2,810 "," 1,248 ", 91 , 47
 33025 ,  Highgate town," 3,167 "," 2,098 "," 1,069 ", 292 , 18
 45850 ,  Montgomery town, 924 , 544 , 380 , 115 , 14
 59125 ,  Richford town," 2,161 "," 1,362 ", 799 , 306 , 18
 61675 ,  St. Albans city," 7,138 "," 3,819 "," 3,319 "," 1,370 ", 42
 61750 ,  St. Albans town," 4,707 "," 2,823 "," 1,884 ", 683 , 6
 64600 ,  Sheldon town," 1,821 "," 1,236 ", 585 , 123 , 6
 71725 ,  Swanton town," 5,758 "," 3,469 "," 2,289 ", 583 , 80
 00700 ,  Alburg town," 1,820 "," 1,123 ", 697 , 221 , 14
 29275 ,  Grand Isle town," 1,851 "," 1,129 ", 722 , 194 , 41
 35875 ,  Isle La Motte town, 471 , 284 , 187 , 30 , 19
 50650 ,  North Hero town, 766 , 413 , 353 , 65 , 15
 67000 ,  South Hero town," 1,607 "," 1,034 ", 573 , 76 , 4
 04375 ,  Belvidere town, 273 , 185 , 88 , 3 , 3
 11500 ,  Cambridge town," 2,990 "," 1,774 "," 1,216 ", 290 , 37
 23500 ,  Eden town," 1,077 ", 723 , 354 , 67 , -
 23725 ,  Elmore town, 767 , 519 , 248 , 30 , 2
 35050 ,  Hyde Park town," 2,656 "," 1,732 ", 924 , 127 , 8
 37075 ,  Johnson town," 3,074 "," 1,497 "," 1,577 ", 236 , 54
 46675 ,  Morristown town," 4,886 "," 2,786 "," 2,100 ", 761 , 10
 70525 ,  Stowe town," 4,149 "," 1,888 "," 2,261 ", 655 , 118
 77425 ,  Waterville town, 656 , 472 , 184 , 38 , 8
 85375 ,  Wolcott town," 1,395 ", 874 , 521 , 116 , 12
 07375 ,  Bradford town," 2,467 "," 1,532 ", 935 , 268 , 18
 07600 ,  Braintree town," 1,145 ", 766 , 379 , 89 , 1
 09325 ,  Brookfield town," 1,141 ", 813 , 328 , 41 , 4
 13525 ,  Chelsea town," 1,181 ", 818 , 363 , 126 , -
 15700 ,  Corinth town," 1,385 ", 977 , 408 , 58 , 19
 25675 ,  Fairlee town, 925 , 626 , 299 , 52 , -
 48175 ,  Newbury town," 1,859 "," 1,248 ", 611 , 188 , 27
 53425 ,  Orange town, 904 , 685 , 219 , 17 , 2
 58075 ,  Randolph town," 4,601 "," 2,986 "," 1,615 ", 416 , 12
 70675 ,  Strafford town, 992 , 711 , 281 , 80 , -
 72400 ,  Thetford town," 2,443 "," 1,573 ", 870 , 197 , 23
 73075 ,  Topsham town," 1,073 ", 713 , 360 , 119 , 8
 73675 ,  Tunbridge town," 1,254 ", 886 , 368 , 106 , 17
 74950 ,  Vershire town, 573 , 359 , 214 , 56 , 2
 76750 ,  Washington town," 1,010 ", 755 , 255 , 53 , 4
 79975 ,  West Fairlee town, 669 , 368 , 301 , 67 , 11
 84175 ,  Williamstown town," 3,005 "," 2,087 ", 918 , 251 , -
 00475 ,  Albany town, 769 , 544 , 225 , 66 , 6
 03550 ,  Barton town," 2,645 "," 1,768 ", 877 , 294 , 23
 09850 ,  Brownington town, 805 , 562 , 243 , 30 , 2
 13150 ,  Charleston town, 846 , 522 , 324 , 46 , 8
 16150 ,  Coventry town, 952 , 617 , 335 , 27 , 11
 16300 ,  Craftsbury town," 1,070 ", 707 , 363 , 82 , 10
 17350 ,  Derby town," 4,347 "," 2,796 "," 1,551 ", 517 , 29
 28075 ,  Glover town, 907 , 587 , 320 , 52 , 4
 30175 ,  Greensboro town, 744 , 531 , 213 , 51 , -
 33775 ,  Holland town, 531 , 289 , 242 , 48 , 9
 35575 ,  Irasburg town," 1,025 ", 722 , 303 , 85 , 8
 36325 ,  Jay town, 411 , 281 , 130 , 17 , 10
 40525 ,  Lowell town, 690 , 482 , 208 , 35 , -
 46450 ,  Morgan town, 653 , 353 , 300 , 64 , 5
 48850 ,  Newport city," 4,724 "," 2,740 "," 1,984 ", 723 , 91
 48925 ,  Newport town," 1,422 ", 995 , 427 , 158 , 13
 73525 ,  Troy town," 1,485 ", 921 , 564 , 145 , 2
 80200 ,  Westfield town, 464 , 284 , 180 , 16 , 5
 81700 ,  Westmore town, 323 , 204 , 119 , 8 , 2
 05200 ,  Benson town, 974 , 539 , 435 , 152 , 13
 07750 ,  Brandon town," 3,711 "," 2,418 "," 1,293 ", 447 , -
 11950 ,  Castleton town," 4,193 "," 2,532 "," 1,661 ", 246 , 7
 14350 ,  Chittenden town," 1,112 ", 782 , 330 , 22 , 4
 14500 ,  Clarendon town," 2,685 "," 1,946 ", 739 , 170 , 10
 16825 ,  Danby town," 1,213 ", 847 , 366 , 78 , 12
 25375 ,  Fair Haven town," 2,740 "," 1,534 "," 1,206 ", 433 , 14
 34450 ,  Hubbardton town, 706 , 449 , 257 , 13 , 5
 35425 ,  Ira town, 422 , 309 , 113 , 7 , -
 37685 ,  Killington town," 1,069 ", 659 , 410 , 91 , 7
 44125 ,  Mendon town, 993 , 684 , 309 , 17 , 2
 44800 ,  Middletown Springs town, 780 , 542 , 238 , 42 , 3
 47200 ,  Mount Holly town," 1,175 ", 885 , 290 , 59 , 4
 47425 ,  Mount Tabor town, 194 , 126 , 68 , 3 , -
 54250 ,  Pawlet town," 1,319 ", 851 , 468 , 145 , 11
 55450 ,  Pittsfield town, 400 , 216 , 184 , 45 , 7
 55600 ,  Pittsford town," 2,968 "," 1,857 "," 1,111 ", 209 , 3
 56875 ,  Poultney town," 3,482 "," 2,016 "," 1,466 ", 430 , 37
 57250 ,  Proctor town," 1,769 "," 1,096 ", 673 , 188 , 5
 61225 ,  Rutland city," 16,346 "," 8,733 "," 7,613 "," 3,485 ", 83
 61300 ,  Rutland town," 3,873 "," 2,583 "," 1,290 ", 520 , 18
 65275 ,  Shrewsbury town," 1,061 ", 769 , 292 , 60 , 2
 71050 ,  Sudbury town, 572 , 405 , 167 , 16 , 3
 72925 ,  Tinmouth town, 530 , 384 , 146 , 10 , -
 75925 ,  Wallingford town," 2,159 "," 1,592 ", 567 , 148 , 19
 77950 ,  Wells town," 1,075 ", 744 , 331 , 50 , 2
 80875 ,  West Haven town, 266 , 186 , 80 , 6 , -
 82300 ,  West Rutland town," 2,401 "," 1,658 ", 743 , 145 , 5
 03175 ,  Barre city," 8,730 "," 4,485 "," 4,245 "," 1,776 ", 204
 03250 ,  Barre town," 7,175 "," 4,743 "," 2,432 ", 354 , 22
 05650 ,  Berlin town," 2,688 "," 1,775 ", 913 , 179 , 3
 11125 ,  Cabot town," 1,145 ", 704 , 441 , 126 , 6
 11350 ,  Calais town," 1,455 "," 1,013 ", 442 , 65 , -
 18550 ,  Duxbury town," 1,204 ", 769 , 435 , 16 , 14
 21925 ,  East Montpelier town," 2,453 "," 1,594 ", 859 , 161 , 12
 25825 ,  Fayston town," 1,071 ", 623 , 448 , 44 , 3
 43600 ,  Marshfield town," 1,392 ", 937 , 455 , 103 , 2
 44500 ,  Middlesex town," 1,633 "," 1,096 ", 537 , 70 , 9
 46000 ,  Montpelier city," 7,693 "," 4,058 "," 3,635 ", 937 , 195
 46225 ,  Moretown town," 1,553 "," 1,015 ", 538 , 88 , 11
 50275 ,  Northfield town," 5,568 "," 2,941 "," 2,627 ", 703 , 87
 55825 ,  Plainfield town," 1,215 ", 741 , 474 , 76 , 9
 60625 ,  Roxbury town, 516 , 363 , 153 , 27 , 17
 75325 ,  Waitsfield town," 1,570 "," 1,000 ", 570 , 118 , 13
 76525 ,  Warren town," 1,609 ", 927 , 682 , 163 , 15
 76975 ,  Waterbury town," 4,605 "," 2,760 "," 1,845 ", 497 , 87
 85525 ,  Woodbury town, 778 , 519 , 259 , 39 , 5
 86125 ,  Worcester town, 861 , 614 , 247 , 34 , 6
 01900 ,  Athens town, 322 , 214 , 108 , 24 , -
 07900 ,  Brattleboro town," 11,412 "," 5,799 "," 5,613 "," 2,232 ", 252
 09475 ,  Brookline town, 456 , 313 , 143 , 20 , -
 17875 ,  Dover town," 1,338 ", 782 , 556 , 131 , 4
 18325 ,  Dummerston town," 1,832 "," 1,236 ", 596 , 120 , 7
 28900 ,  Grafton town, 597 , 404 , 193 , 38 , 14
 30925 ,  Guilford town," 1,946 "," 1,403 ", 543 , 138 , 6
 31150 ,  Halifax town, 753 , 499 , 254 , 45 , 21
 36175 ,  Jamaica town, 883 , 529 , 354 , 63 , 5
 40225 ,  Londonderry town," 1,618 "," 1,081 ", 537 , 166 , 14
 43375 ,  Marlboro town, 929 , 531 , 398 , 32 , 19
 48400 ,  Newfane town," 1,589 ", 946 , 643 , 120 , 9
 57700 ,  Putney town," 2,510 "," 1,452 "," 1,058 ", 232 , 32
 60250 ,  Rockingham town," 4,999 "," 3,021 "," 1,978 ", 850 , 34
 65762 ,  Somerset town, - , - , - , - , -
 70750 ,  Stratton town, 137 , 89 , 48 , - , 13
 73300 ,  Townshend town," 1,077 ", 656 , 421 , 90 , 4
 74800 ,  Vernon town," 2,009 "," 1,293 ", 716 , 155 , 13
 76225 ,  Wardsboro town, 802 , 474 , 328 , 88 , 7
 81400 ,  Westminster town," 3,017 "," 1,947 "," 1,070 ", 208 , 13
 83950 ,  Whitingham town," 1,225 ", 842 , 383 , 128 , 6
 84700 ,  Wilmington town," 2,131 "," 1,361 ", 770 , 259 , 8
 84850 ,  Windham town, 303 , 216 , 87 , 5 , 4
 01300 ,  Andover town, 493 , 334 , 159 , 18 , 5
 02575 ,  Baltimore town, 266 , 178 , 88 , 9 , -
 02725 ,  Barnard town, 902 , 614 , 288 , 45 , 11
 05800 ,  Bethel town," 1,856 "," 1,202 ", 654 , 187 , -
 08275 ,  Bridgewater town, 936 , 598 , 338 , 73 , 5
 12250 ,  Cavendish town," 1,379 ", 895 , 484 , 94 , 4
 13675 ,  Chester town," 2,910 "," 1,836 "," 1,074 ", 360 , 11
 32275 ,  Hartford town," 9,839 "," 5,575 "," 4,264 "," 1,476 ", 65
 32425 ,  Hartland town," 3,051 "," 1,972 "," 1,079 ", 220 , 19
 41275 ,  Ludlow town," 2,346 "," 1,429 ", 917 , 222 , 12
 52900 ,  Norwich town," 3,379 "," 2,071 "," 1,308 ", 232 , 61
 56050 ,  Plymouth town, 535 , 292 , 243 , 34 , -
 56350 ,  Pomfret town, 942 , 664 , 278 , 76 , 8
 58375 ,  Reading town, 665 , 438 , 227 , 28 , 7
 60100 ,  Rochester town," 1,121 ", 758 , 363 , 136 , 5
 60850 ,  Royalton town," 2,486 "," 1,380 "," 1,106 ", 204 , 32
 63775 ,  Sharon town," 1,319 ", 784 , 535 , 71 , 10
 69550 ,  Springfield town," 8,575 "," 5,431 "," 3,144 "," 1,367 ", 59
 70375 ,  Stockbridge town, 632 , 434 , 198 , 34 , -
 77500 ,  Weathersfield town," 2,663 "," 1,740 ", 923 , 109 , 29
 82000 ,  Weston town, 586 , 421 , 165 , 26 , -
 83050 ,  West Windsor town," 1,018 ", 594 , 424 , 82 , 23
 84925 ,  Windsor town," 3,569 "," 1,930 "," 1,639 ", 364 , 67
 85975 ,  Woodstock town," 3,135 "," 1,864 "," 1,271 ", 395 , 62
,  ,,,,,
Metropolitan Area,,,,,,
,  ,,,,,
 0040 ,"  Abilene, TX MSA"," 117,587 "," 54,703 "," 62,884 "," 29,583 "," 2,888 "
 0120 ,"  Albany, GA MSA"," 111,677 "," 58,398 "," 53,279 "," 33,451 "," 1,874 "
 0160 ,"  Albany--Schenectady--Troy, NY MSA"," 823,015 "," 490,597 "," 332,418 "," 231,637 "," 11,155 "
 0200 ,"  Albuquerque, NM MSA"," 662,905 "," 335,215 "," 327,690 "," 201,542 "," 14,837 "
 0220 ,"  Alexandria, LA MSA"," 117,515 "," 70,438 "," 47,077 "," 31,329 ", 945
